,X-cord,Y-cord
151,-4849.0,-9782.175235779523
152,-4848.0,-6967.1671286827395
153,-4847.0,-7797.225267080177
154,-4846.0,-8692.073243629457
155,-4845.0,-7902.277875839891
156,-4844.0,-7136.336795564846
157,-4843.0,-10029.655454080037
158,-4842.0,-9306.015309463477
159,-4841.0,-8641.73575852499
160,-4840.0,-6721.55726379331
161,-4839.0,-9810.655207078147
162,-4838.0,-8255.253502616706
163,-4837.0,-9999.203565373587
164,-4836.0,-7629.820738110066
165,-4835.0,-10020.51441462078
166,-4834.0,-10314.023935342093
167,-4833.0,-8413.014940575662
168,-4832.0,-8210.482211926796
169,-4831.0,-7638.205650159651
170,-4830.0,-6541.994248422559
171,-4829.0,-6838.297014449576
172,-4828.0,-10176.965811686647
173,-4827.0,-9343.433198239238
174,-4826.0,-10361.417823312197
175,-4825.0,-6913.349254508712
176,-4824.0,-10268.15335403072
177,-4823.0,-6482.581047019716
178,-4822.0,-6801.073980765854
179,-4821.0,-8665.727462231678
180,-4820.0,-8775.142519709972
181,-4819.0,-6528.78938173355
182,-4818.0,-8844.009830671877
183,-4817.0,-7803.974932292134
184,-4816.0,-9494.61090257639
185,-4815.0,-10286.518865085747
186,-4814.0,-9260.444944735693
187,-4813.0,-7118.009824387806
188,-4812.0,-8251.086931316331
189,-4811.0,-7780.007375172314
190,-4810.0,-9796.031453217642
191,-4809.0,-8611.20439902597
192,-4808.0,-9985.74590602336
193,-4807.0,-7996.651856538509
194,-4806.0,-8512.408414748734
195,-4805.0,-8792.864394431923
196,-4804.0,-7053.889306207171
197,-4803.0,-9931.310692347492
198,-4802.0,-9040.856562908899
199,-4801.0,-7894.113671815798
200,-4800.0,-9500.196124969803
201,-4799.0,-9394.437085286154
202,-4798.0,-8660.273179675612
203,-4797.0,-9178.645235162223
204,-4796.0,-9380.010065579123
205,-4795.0,-7156.820267290794
206,-4794.0,-8628.026654123616
207,-4793.0,-9342.886964625379
208,-4792.0,-9963.731795919392
209,-4791.0,-9150.193307007517
210,-4790.0,-8174.388964732124
211,-4789.0,-7257.588458345942
212,-4788.0,-9633.918847014236
213,-4787.0,-9935.27608026605
214,-4786.0,-9668.460384869237
215,-4785.0,-9477.446235274921
216,-4784.0,-9242.105155251347
217,-4783.0,-6938.473832655002
218,-4782.0,-8613.839596181915
219,-4781.0,-9871.842274430042
220,-4780.0,-6949.307356310225
221,-4779.0,-6919.76284638284
222,-4778.0,-7992.6650367295115
223,-4777.0,-6792.265946078802
224,-4776.0,-10112.22822236806
225,-4775.0,-8314.116585385433
226,-4774.0,-9643.931214146076
227,-4773.0,-8668.120879021351
228,-4772.0,-6641.095360051267
229,-4771.0,-9667.621904476087
230,-4770.0,-9690.580456888696
231,-4769.0,-8798.084146067133
232,-4768.0,-7576.827662921127
233,-4767.0,-9550.037395779009
234,-4766.0,-7005.300854962447
235,-4765.0,-9637.893096382972
236,-4764.0,-7329.433854401435
237,-4763.0,-8419.000358845124
238,-4762.0,-8763.892684742683
239,-4761.0,-8103.90232544358
240,-4760.0,-9365.652964855808
241,-4759.0,-7200.640189717689
242,-4758.0,-10091.689910145915
243,-4757.0,-8216.257490967742
244,-4756.0,-8626.875604349781
245,-4755.0,-7573.350713458401
246,-4754.0,-8799.234518184832
247,-4753.0,-9602.648283170578
248,-4752.0,-10251.401560430744
249,-4751.0,-7192.255043539148
250,-4750.0,-10137.535623279093
251,-4749.0,-8388.041966061177
252,-4748.0,-8424.206801654265
253,-4747.0,-9859.405755797388
254,-4746.0,-6425.428500616623
255,-4745.0,-8686.05183686691
256,-4744.0,-6391.419531871625
257,-4743.0,-6639.496027485739
258,-4742.0,-9196.202794458504
259,-4741.0,-7735.698876631835
260,-4740.0,-9574.940014556314
261,-4739.0,-8502.30553504908
262,-4738.0,-8129.511170666019
263,-4737.0,-6284.052074283165
264,-4736.0,-8041.593257874538
265,-4735.0,-9338.435362255264
266,-4734.0,-7871.949665356783
267,-4733.0,-6338.114978018646
268,-4732.0,-8646.136286482088
269,-4731.0,-8510.545384385397
270,-4730.0,-8944.261618802928
271,-4729.0,-6922.403599724437
272,-4728.0,-6367.699892924969
273,-4727.0,-9282.826255304251
274,-4726.0,-7680.021379873488
275,-4725.0,-8768.555580783725
276,-4724.0,-7257.914318188752
277,-4723.0,-7299.550468037052
278,-4722.0,-8583.541235592531
279,-4721.0,-6802.146397572744
280,-4720.0,-9830.157704930276
281,-4719.0,-6595.816521888144
282,-4718.0,-9946.008298508172
283,-4717.0,-9108.851567402216
284,-4716.0,-8496.9243362757
285,-4715.0,-7503.381881067424
286,-4714.0,-10044.679992148562
287,-4713.0,-7836.7933444100045
288,-4712.0,-6481.622144373668
289,-4711.0,-6995.006958663825
290,-4710.0,-8494.866238625753
291,-4709.0,-8497.0500854394
292,-4708.0,-8050.574549063691
293,-4707.0,-7331.919854955084
294,-4706.0,-7528.733167782149
295,-4705.0,-6271.471314987215
296,-4704.0,-7441.106669174271
297,-4703.0,-8586.004539656527
298,-4702.0,-10018.787167921131
299,-4701.0,-10120.078958334932
300,-4700.0,-7589.8122054073965
301,-4699.0,-6740.386320607092
302,-4698.0,-9275.473698579932
303,-4697.0,-6444.287491283859
304,-4696.0,-6303.106125185343
305,-4695.0,-9541.409346711194
306,-4694.0,-9960.957679121457
307,-4693.0,-8793.194804257288
308,-4692.0,-6251.758122280099
309,-4691.0,-9669.007017373508
310,-4690.0,-8056.507717941893
311,-4689.0,-8888.87876606811
312,-4688.0,-9628.333455680511
313,-4687.0,-7855.5174689299
314,-4686.0,-7478.124670500263
315,-4685.0,-7352.649716695816
316,-4684.0,-9114.599377420973
317,-4683.0,-9908.346026527119
318,-4682.0,-7826.938683970699
319,-4681.0,-8180.914243498978
320,-4680.0,-7948.995628067558
321,-4679.0,-9923.895284274746
322,-4678.0,-8128.25907344998
323,-4677.0,-8418.46475552014
324,-4676.0,-7475.842973118478
325,-4675.0,-6408.956772398185
326,-4674.0,-9242.55894429959
327,-4673.0,-7548.942219949198
328,-4672.0,-7391.991708297211
329,-4671.0,-8097.406367492658
330,-4670.0,-7903.107180124563
331,-4669.0,-9415.519813811532
332,-4668.0,-8062.383927398463
333,-4667.0,-7172.60916986388
334,-4666.0,-9944.600846603009
335,-4665.0,-7568.7338124774415
336,-4664.0,-8956.673125470536
337,-4663.0,-7325.20307110716
338,-4662.0,-8065.10926462859
339,-4661.0,-7721.644865748412
340,-4660.0,-6521.119558470888
341,-4659.0,-7826.095427436837
342,-4658.0,-6382.382182551613
343,-4657.0,-9049.31668863163
344,-4656.0,-7501.571817550982
345,-4655.0,-10062.698567703748
346,-4654.0,-7170.406035176904
347,-4653.0,-7019.9278816551
348,-4652.0,-7691.312482415107
349,-4651.0,-9730.23060194301
350,-4650.0,-8672.823076762726
351,-4649.0,-6494.302434170285
352,-4648.0,-8772.127989792847
353,-4647.0,-7892.395340880605
354,-4646.0,-9492.371964442194
355,-4645.0,-9016.619354421928
356,-4644.0,-7489.369077801686
357,-4643.0,-9561.327047099783
358,-4642.0,-7906.430611110309
359,-4641.0,-9728.083347242306
360,-4640.0,-9602.700422002903
361,-4639.0,-7418.894246434991
362,-4638.0,-7917.244265780273
363,-4637.0,-7878.080537179735
364,-4636.0,-8077.379277165507
365,-4635.0,-8035.642928892738
366,-4634.0,-9322.706446495838
367,-4633.0,-6837.128547769691
368,-4632.0,-9342.935061784467
369,-4631.0,-9793.035079284835
370,-4630.0,-9446.528853579579
371,-4629.0,-8293.070009977862
372,-4628.0,-7577.568715229883
373,-4627.0,-8520.121086858344
374,-4626.0,-8827.854495808693
375,-4625.0,-6080.631207491077
376,-4624.0,-9290.715356498542
377,-4623.0,-7270.46575370347
378,-4622.0,-8945.028114697487
379,-4621.0,-6238.884098969505
380,-4620.0,-7561.1034540006185
381,-4619.0,-6815.203738461023
382,-4618.0,-9454.174732849096
383,-4617.0,-7133.650305093917
384,-4616.0,-9095.996934842777
385,-4615.0,-9841.393524370807
386,-4614.0,-9580.645087846553
387,-4613.0,-9627.97081172147
388,-4612.0,-6510.738951308325
389,-4611.0,-6354.230901000696
390,-4610.0,-6442.736391316201
391,-4609.0,-8144.040561685347
392,-4608.0,-9806.430855668932
393,-4607.0,-9033.59121879541
394,-4606.0,-8716.127618491679
395,-4605.0,-7321.834428430319
396,-4604.0,-8581.11590371197
397,-4603.0,-6584.853011817522
398,-4602.0,-8289.68090747864
399,-4601.0,-7258.726851446904
400,-4600.0,-8140.418218342153
401,-4599.0,-9896.863253335265
402,-4598.0,-6676.571291406308
403,-4597.0,-9543.158688245956
404,-4596.0,-8525.337024063929
405,-4595.0,-8745.316636518182
406,-4594.0,-6994.435293962168
407,-4593.0,-6591.595877671627
408,-4592.0,-6603.944637841008
409,-4591.0,-7900.323410260351
410,-4590.0,-8681.07541798371
411,-4589.0,-6854.215936166343
412,-4588.0,-9975.002555722995
413,-4587.0,-6500.631642174665
414,-4586.0,-7084.814779015643
415,-4585.0,-6137.643903921824
416,-4584.0,-8453.66512649034
417,-4583.0,-7985.998377045124
418,-4582.0,-8680.480582693113
419,-4581.0,-7167.40018625714
420,-4580.0,-8251.51583133941
421,-4579.0,-9115.68605750181
422,-4578.0,-7536.4976708664435
423,-4577.0,-9760.732869017547
424,-4576.0,-5978.495911596659
425,-4575.0,-6453.096959467061
426,-4574.0,-6071.523143582304
427,-4573.0,-8957.1919773869
428,-4572.0,-9252.578538982529
429,-4571.0,-7520.326209505651
430,-4570.0,-6942.808193762431
431,-4569.0,-8547.76693303167
432,-4568.0,-7603.661176371323
433,-4567.0,-7895.0549330850445
434,-4566.0,-8767.801779120524
435,-4565.0,-9522.882935794778
436,-4564.0,-8795.485205128465
437,-4563.0,-8710.810889143127
438,-4562.0,-8811.165188199904
439,-4561.0,-6976.920541626638
440,-4560.0,-8943.122230231334
441,-4559.0,-9483.93019345423
442,-4558.0,-7927.963974482965
443,-4557.0,-7454.67114721333
444,-4556.0,-8741.31854461609
445,-4555.0,-9331.575805189144
446,-4554.0,-6815.779622156257
447,-4553.0,-7266.326906001552
448,-4552.0,-6516.303247752203
449,-4551.0,-7429.453953879239
450,-4550.0,-9514.432760656611
451,-4549.0,-8781.03960345516
452,-4548.0,-8751.667533424497
453,-4547.0,-9544.172209761933
454,-4546.0,-6173.4197628571355
455,-4545.0,-7133.921609305655
456,-4544.0,-6260.985762557287
457,-4543.0,-8344.606498906309
458,-4542.0,-8127.138211030053
459,-4541.0,-8525.195746188332
460,-4540.0,-8732.910261716523
461,-4539.0,-6585.629081985726
462,-4538.0,-5940.988102045558
463,-4537.0,-6480.318284824014
464,-4536.0,-8451.511149353624
465,-4535.0,-7272.576584417065
466,-4534.0,-9861.931888620617
467,-4533.0,-6255.918239948971
468,-4532.0,-8280.938178192695
469,-4531.0,-7878.120302599916
470,-4530.0,-6678.6355014594665
471,-4529.0,-7131.228144752444
472,-4528.0,-7578.104607297009
473,-4527.0,-7879.062566333661
474,-4526.0,-6960.0144022846325
475,-4525.0,-6789.388198114673
476,-4524.0,-7119.069471310588
477,-4523.0,-8535.889756375416
478,-4522.0,-6826.6474873516345
479,-4521.0,-8978.689708321239
480,-4520.0,-8995.690192030776
481,-4519.0,-7258.530879635287
482,-4518.0,-7633.720557456905
483,-4517.0,-8747.119351739288
484,-4516.0,-8118.227324517615
485,-4515.0,-9855.66109251004
486,-4514.0,-5985.456882862232
487,-4513.0,-8904.00495119346
488,-4512.0,-8864.298676077538
489,-4511.0,-9240.20348900604
490,-4510.0,-7208.523787087024
491,-4509.0,-9342.321378389108
492,-4508.0,-7497.093320204987
493,-4507.0,-7948.249589920973
494,-4506.0,-7236.601398377656
495,-4505.0,-9485.94208962982
496,-4504.0,-9096.10871232079
497,-4503.0,-7863.214319322675
498,-4502.0,-6473.173387471939
499,-4501.0,-8120.473831568331
500,-4500.0,-8282.31223438408
501,-4499.0,-5842.232540901537
502,-4498.0,-9442.51486312105
503,-4497.0,-6403.45555888188
504,-4496.0,-6338.475513249237
505,-4495.0,-9230.70638126381
506,-4494.0,-6441.993179276542
507,-4493.0,-6766.238239040522
508,-4492.0,-7603.292153161718
509,-4491.0,-9510.352375961753
510,-4490.0,-5923.237943222077
511,-4489.0,-8258.898329470032
512,-4488.0,-6692.284844302658
513,-4487.0,-7251.696166399458
514,-4486.0,-9626.615214849404
515,-4485.0,-8990.124338728117
516,-4484.0,-9532.105045698092
517,-4483.0,-7715.934954501688
518,-4482.0,-7527.537612707057
519,-4481.0,-9096.713675749363
520,-4480.0,-5925.832384805968
521,-4479.0,-7167.655749079919
522,-4478.0,-8732.784825588898
523,-4477.0,-9538.74851147187
524,-4476.0,-6128.613235602819
525,-4475.0,-6399.663258223099
526,-4474.0,-8599.031962433777
527,-4473.0,-7828.832388356093
528,-4472.0,-7279.457304816776
529,-4471.0,-8314.743155240634
530,-4470.0,-7246.211880080973
531,-4469.0,-6096.702215106439
532,-4468.0,-9761.865761925324
533,-4467.0,-7969.406084188393
534,-4466.0,-7809.870741735964
535,-4465.0,-5957.356718828338
536,-4464.0,-8116.588403579295
537,-4463.0,-8625.002849859295
538,-4462.0,-5904.52081752939
539,-4461.0,-8135.233708298204
540,-4460.0,-8990.712024351065
541,-4459.0,-9675.33957251504
542,-4458.0,-8330.490529881325
543,-4457.0,-7998.0926018478285
544,-4456.0,-6253.66209863091
545,-4455.0,-7788.538219293828
546,-4454.0,-6098.630850222155
547,-4453.0,-9480.898328316682
548,-4452.0,-5838.405078957325
549,-4451.0,-9716.037171980612
550,-4450.0,-9113.095480746466
551,-4449.0,-8164.134617307642
552,-4448.0,-7271.720915807591
553,-4447.0,-6276.81395269586
554,-4446.0,-8124.523792324597
555,-4445.0,-7690.363935024873
556,-4444.0,-6741.782421016193
557,-4443.0,-9308.778148774223
558,-4442.0,-6112.768315011352
559,-4441.0,-6013.514805020332
560,-4440.0,-7012.487684609339
561,-4439.0,-7260.974617296655
562,-4438.0,-7353.9573609464605
563,-4437.0,-5931.339210310719
564,-4436.0,-8526.179752616245
565,-4435.0,-8549.577062753377
566,-4434.0,-9531.027257602022
567,-4433.0,-7043.583804655585
568,-4432.0,-7012.789146602137
569,-4431.0,-7443.353212454516
570,-4430.0,-6558.176596095842
571,-4429.0,-6330.0062942146305
572,-4428.0,-9214.540417343536
573,-4427.0,-9342.734952602244
574,-4426.0,-8338.510628449178
575,-4425.0,-8007.343459028589
576,-4424.0,-6560.224167052728
577,-4423.0,-8875.78482000693
578,-4422.0,-7032.291285328267
579,-4421.0,-6487.10970906504
580,-4420.0,-6197.632915859249
581,-4419.0,-9182.813363326004
582,-4418.0,-8850.15051075817
583,-4417.0,-7585.265191589795
584,-4416.0,-7696.857738645579
585,-4415.0,-8563.388008668646
586,-4414.0,-8719.503386493534
587,-4413.0,-6106.486970256496
588,-4412.0,-7845.065216456416
589,-4411.0,-7059.971710671384
590,-4410.0,-9269.99263705264
591,-4409.0,-7493.225166144293
592,-4408.0,-6562.475060713713
593,-4407.0,-7858.550367976163
594,-4406.0,-9181.389194013329
595,-4405.0,-7566.14910555867
596,-4404.0,-7690.556793064576
597,-4403.0,-8557.000232886401
598,-4402.0,-7738.601048202623
599,-4401.0,-9465.420243961094
600,-4400.0,-8875.091810523727
601,-4399.0,-8687.944224347066
602,-4398.0,-7371.025178484457
603,-4397.0,-5946.3270308860065
604,-4396.0,-9030.579986143563
605,-4395.0,-6611.674079207574
606,-4394.0,-8582.79863509424
607,-4393.0,-5997.728807615239
608,-4392.0,-5841.239023216991
609,-4391.0,-8852.029421981535
610,-4390.0,-5963.890838863006
611,-4389.0,-5864.087267943929
612,-4388.0,-7147.6626631211475
613,-4387.0,-6199.174663887161
614,-4386.0,-9064.077436937041
615,-4385.0,-7711.404371551906
616,-4384.0,-6651.038719660932
617,-4383.0,-5742.041540438449
618,-4382.0,-7666.355161469182
619,-4381.0,-9554.871102219899
620,-4380.0,-6660.393608862525
621,-4379.0,-5821.4790806361325
622,-4378.0,-7357.057771083217
623,-4377.0,-7317.399818400486
624,-4376.0,-8488.46035254268
625,-4375.0,-7552.987643559329
626,-4374.0,-9544.703179652646
627,-4373.0,-5749.910792091956
628,-4372.0,-9431.01604222928
629,-4371.0,-9379.2260764464
630,-4370.0,-8835.579450725909
631,-4369.0,-7836.762497080939
632,-4368.0,-9225.167885433468
633,-4367.0,-7535.571250157787
634,-4366.0,-9534.654352462636
635,-4365.0,-7442.209309273414
636,-4364.0,-5876.4296693313
637,-4363.0,-7458.711628628471
638,-4362.0,-9343.860187590586
639,-4361.0,-6183.0420614328905
640,-4360.0,-6299.451343828996
641,-4359.0,-9555.073805799117
642,-4358.0,-5687.53097370996
643,-4357.0,-8882.58008604963
644,-4356.0,-7593.886954950443
645,-4355.0,-8816.251734089123
646,-4354.0,-6706.607411652698
647,-4353.0,-6269.79735324624
648,-4352.0,-5801.143647590941
649,-4351.0,-8275.927199188049
650,-4350.0,-6520.436165898835
651,-4349.0,-7988.1467429080185
652,-4348.0,-9196.320101223284
653,-4347.0,-5732.119830316986
654,-4346.0,-6826.097517990046
655,-4345.0,-8275.419836003113
656,-4344.0,-8917.445542448007
657,-4343.0,-6344.315990992618
658,-4342.0,-8601.424678234247
659,-4341.0,-6346.786562350244
660,-4340.0,-8439.579702013232
661,-4339.0,-7584.204629205198
662,-4338.0,-8531.86426825298
663,-4337.0,-7383.0110353765485
664,-4336.0,-6990.907024554389
665,-4335.0,-5609.039123468459
666,-4334.0,-7675.636927732697
667,-4333.0,-7625.804773459689
668,-4332.0,-8902.074432348887
669,-4331.0,-6061.657582685857
670,-4330.0,-7768.258683992404
671,-4329.0,-6788.691086259602
672,-4328.0,-6677.69444945424
673,-4327.0,-8910.271720378969
674,-4326.0,-7413.984565004144
675,-4325.0,-5545.49288572397
676,-4324.0,-5600.504491238022
677,-4323.0,-5634.869107982013
678,-4322.0,-6706.134771243471
679,-4321.0,-5920.372783860131
680,-4320.0,-8089.481500983919
681,-4319.0,-9242.100868621485
682,-4318.0,-6817.332710011535
683,-4317.0,-8319.08309876001
684,-4316.0,-8252.137683594903
685,-4315.0,-6136.914378763875
686,-4314.0,-7271.296732348985
687,-4313.0,-6949.491178197388
688,-4312.0,-6555.80492710356
689,-4311.0,-6011.550330609138
690,-4310.0,-7034.212253334837
691,-4309.0,-9496.593326409571
692,-4308.0,-6649.927715236112
693,-4307.0,-7532.208162125773
694,-4306.0,-5670.482059123608
695,-4305.0,-6717.175025570676
696,-4304.0,-6651.765357186126
697,-4303.0,-8044.478735845231
698,-4302.0,-6016.244359847033
699,-4301.0,-8531.874377057638
700,-4300.0,-7307.927338235458
701,-4299.0,-6702.140957654332
702,-4298.0,-6454.788239987661
703,-4297.0,-5597.309376942915
704,-4296.0,-5514.264060260606
705,-4295.0,-8205.333307067498
706,-4294.0,-6311.21027978561
707,-4293.0,-9000.2236948149
708,-4292.0,-6372.120901123546
709,-4291.0,-5855.34021805122
710,-4290.0,-7213.348634757365
711,-4289.0,-8698.732885058456
712,-4288.0,-7057.621590239619
713,-4287.0,-9185.681744591131
714,-4286.0,-6445.386419868462
715,-4285.0,-9372.172098121855
716,-4284.0,-7788.563000635359
717,-4283.0,-5628.107227879171
718,-4282.0,-8478.845020361468
719,-4281.0,-7435.274749750365
720,-4280.0,-9113.144035537433
721,-4279.0,-9008.106080273199
722,-4278.0,-5961.2937159303265
723,-4277.0,-6970.159950301078
724,-4276.0,-6896.91993314576
725,-4275.0,-8275.687224382167
726,-4274.0,-8398.427533111624
727,-4273.0,-7088.15557153659
728,-4272.0,-6317.679479834141
729,-4271.0,-6043.29415196067
730,-4270.0,-8468.94363310298
731,-4269.0,-7391.864648748279
732,-4268.0,-8938.725099828986
733,-4267.0,-6634.486451047105
734,-4266.0,-7129.398867707398
735,-4265.0,-6181.841775599877
736,-4264.0,-6858.311301183787
737,-4263.0,-7299.637291805641
738,-4262.0,-7464.57535752794
739,-4261.0,-7871.131938916926
740,-4260.0,-8808.874337157104
741,-4259.0,-8457.194697172768
742,-4258.0,-6810.098205891886
743,-4257.0,-5991.626823667771
744,-4256.0,-8090.420321464307
745,-4255.0,-7248.096924160478
746,-4254.0,-7282.268085027305
747,-4253.0,-5559.247147513213
748,-4252.0,-6927.874169018474
749,-4251.0,-8677.76517874176
750,-4250.0,-6006.428597500252
751,-4249.0,-7892.5845810281135
752,-4248.0,-6492.802570384472
753,-4247.0,-9196.408513997974
754,-4246.0,-7206.3376209402995
755,-4245.0,-7430.193971046241
756,-4244.0,-5878.406565245502
757,-4243.0,-7887.379688743298
758,-4242.0,-5906.403881813615
759,-4241.0,-7201.31869595066
760,-4240.0,-8592.369526362923
761,-4239.0,-7162.162415267356
762,-4238.0,-6414.141023271628
763,-4237.0,-8004.4399261277995
764,-4236.0,-8334.04482300282
765,-4235.0,-8847.595750675955
766,-4234.0,-6119.902776218279
767,-4233.0,-6086.872145096538
768,-4232.0,-6771.125665517229
769,-4231.0,-5370.2191795116
770,-4230.0,-8606.142108280652
771,-4229.0,-8084.708241545484
772,-4228.0,-5702.684696841914
773,-4227.0,-8414.804486588673
774,-4226.0,-8493.320748513108
775,-4225.0,-5939.533283388709
776,-4224.0,-8358.738539587808
777,-4223.0,-7731.5318121522205
778,-4222.0,-7533.6709982017
779,-4221.0,-6571.484145464639
780,-4220.0,-7420.532501456721
781,-4219.0,-7117.346320410203
782,-4218.0,-6605.597449295193
783,-4217.0,-7616.55037685083
784,-4216.0,-5558.963668030465
785,-4215.0,-8680.038319725209
786,-4214.0,-6605.179857929792
787,-4213.0,-8134.735067896639
788,-4212.0,-8819.901039625334
789,-4211.0,-6852.283349259595
790,-4210.0,-9226.136093212655
791,-4209.0,-9227.84586987977
792,-4208.0,-7638.17371627301
793,-4207.0,-6197.403816666494
794,-4206.0,-5720.780578685915
795,-4205.0,-8561.702702693372
796,-4204.0,-8698.309751758876
797,-4203.0,-9032.789817849542
798,-4202.0,-5551.758313113602
799,-4201.0,-6228.803464303268
800,-4200.0,-6931.991365633773
801,-4199.0,-6779.2116883136005
802,-4198.0,-5576.032475764583
803,-4197.0,-8755.053187120191
804,-4196.0,-7278.106330637733
805,-4195.0,-7775.878953950711
806,-4194.0,-8055.951796528604
807,-4193.0,-6964.44932255165
808,-4192.0,-8845.81018513277
809,-4191.0,-6775.826494246564
810,-4190.0,-6541.7262600390295
811,-4189.0,-7321.503582125041
812,-4188.0,-5331.308484949515
813,-4187.0,-5294.067788373257
814,-4186.0,-9283.94386360981
815,-4185.0,-8980.615840806311
816,-4184.0,-6430.593468318273
817,-4183.0,-5907.860630523404
818,-4182.0,-6706.36925012366
819,-4181.0,-7540.987670443171
